PRICE,DEPRE_VALUE_PER_YEAR,MILEAGE_KM,DEREG_VALUE_FROM_SCRAPE_DATE,OMV,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,CAR_AGE,POST_AGE,TRANSMISSION,VEHICLE_TYPE_Hatchback,VEHICLE_TYPE_Luxury Sedan,VEHICLE_TYPE_MPV,VEHICLE_TYPE_Mid-Sized Sedan,VEHICLE_TYPE_Others,VEHICLE_TYPE_SUV,VEHICLE_TYPE_Sports Car,VEHICLE_TYPE_Stationwagon,CAR_CATEGORY_ECONOMY,CAR_CATEGORY_EXOTIC,CAR_CATEGORY_LUXURY,CAR_CATEGORY_MID_LEVEL,CAR_CATEGORY_OTHERS,CAR_CATEGORY_ULTRA_LUXURY
172800.0,9.938854696373419,10.377327563450146,11.089851222101203,10.220594923172552,10.934891091510787,2772.0,7.37650812632622,7.313220387090301,1.0,3.0,26,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
76800.0,9.973479924356162,11.759785542901755,10.653298580213615,10.586988356044268,10.933106969717286,881.0,7.599901959208498,7.438383530044307,4.0,8.0,24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18800.0,9.610457873757753,11.856515169360305,8.329175442077402,10.08088031609333,9.707351006708445,459.0,7.237059026124737,7.158513997329321,4.0,14.0,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56588.0,9.71534911042061,11.472103470449973,10.198393470077228,10.058138107405037,10.88432930546973,1006.0,7.374629015218945,7.240649694255466,3.0,8.0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
68888.0,9.580523665939708,11.842229212112828,9.639587108749145,10.164235126247704,10.382172142969702,1732.0,7.597897950521784,7.237059026124737,5.0,16.0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
213500.0,10.165082290224591,10.985292722887856,11.318077782810866,10.931695259437355,10.616192232311604,2464.0,7.596392304064196,7.371489295214277,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
205388.0,10.408496290980555,10.911354227897492,11.027572637177268,10.65351116273777,10.658764104561621,1977.0,7.598399329323964,7.660585461703256,4.0,5.0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
95500.0,9.669030241321645,11.695247021764184,10.042771119638514,10.39173008710186,10.547208116433715,2192.0,7.767263996757308,7.444248649496705,3.0,15.0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
85800.0,9.514141826307847,10.968198289528557,10.3184408385166,9.653293924495339,10.38310110816935,2097.0,7.310550158534422,7.003065458786462,2.0,5.0,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51800.0,9.621124641561947,11.461632170582678,10.042771119638514,9.708202329350314,10.837402069163833,1104.0,7.311886164077165,6.952728644624869,1.0,8.0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
149000.0,9.929642510012979,12.061046873479915,10.444066134451466,11.32804062577311,10.764603783665628,2647.0,8.293799608846818,7.512071245835466,4.0,14.0,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44998.0,9.581214035314728,12.193240666714795,10.139863172619055,9.902987427494446,10.918718232265187,880.0,7.37650812632622,7.102499355774649,2.0,8.0,77,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
64288.0,9.770527425279898,11.608235644774552,10.30521234102857,10.195410619245164,10.841715885928185,760.0,7.240649694255466,7.160845906664299,1.0,8.0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36800.0,9.423837546238587,11.678439903447801,9.971613381583728,9.56317796268366,10.891056542410913,854.0,7.372118028337787,7.166265974133638,2.0,8.0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
67800.0,9.506734385029985,12.033123034535212,9.686450319653678,9.895757754474186,10.371395236823,1828.0,7.599901959208498,7.242082359256962,5.0,16.0,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1238.0,11.616023422973795,6.551080335043404,13.173354926271278,12.57020868613386,11.626263078808801,3130.0,8.269244521183056,7.333023014386481,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31688.0,9.669662152875057,11.121363262031055,9.483872808823522,9.860475661942838,10.765533269557887,611.0,7.240649694255466,7.130098510125578,3.0,9.0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
94800.0,9.47347357150655,10.404262840448617,10.482177411118249,9.606091787896707,10.50599861283663,2436.0,7.372118028337787,7.20414929203594,1.0,4.0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
139800.0,10.179223553969509,11.275784404012166,10.863144240315053,10.644209873708961,10.561007555452923,1583.0,7.596392304064196,7.45876269238096,1.0,6.0,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
312800.0,10.274361215874674,6.782192056006791,11.901129114276868,10.938716208481797,11.661345470088502,3438.0,7.596392304064196,7.426549072397305,1.0,4.0,53,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60888.0,9.619797501353885,11.079060882340366,10.046245003891086,9.70216664573239,10.664316745782925,1305.0,7.311218384419629,6.982862751468942,3.0,7.0,31,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
106800.0,9.566615235893575,11.002099841204238,10.566123977891051,9.81961669349898,10.778997955688663,2653.0,7.37650812632622,7.154615356913663,1.0,3.0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30800.0,9.613803477413674,11.83718051765285,9.512147218473359,9.815748638228122,10.950613545737037,365.0,7.089243155027514,6.882437470997847,3.0,9.0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
104800.0,9.701371368413994,11.77528972943772,9.97720259035841,11.241484128248267,10.421328511196023,2319.0,7.999342952713282,7.546974117516527,2.0,14.0,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
168800.0,10.240673819890999,11.03488966402723,11.301969838237989,11.10676011174767,10.563594879017874,1588.0,7.599401333415815,7.592366128519796,2.0,7.0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46800.0,9.760194382709651,11.6220847561352,10.154829758209017,10.174201476757755,10.950613545737037,735.0,7.374629015218945,7.261927092702751,3.0,9.0,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
73800.0,9.50822026940441,10.574005615035713,9.817384853482716,9.66459564425378,10.19088208365186,1920.0,7.183870715062453,6.9584483932976555,1.0,5.0,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
84777.0,9.577757412446818,10.835651633566574,10.104221882337209,10.008027731810053,10.203555107263542,1975.0,7.310550158534422,7.081708586105575,2.0,6.0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
101800.0,9.837881795438134,11.118400296900399,10.680677123670845,10.396352850925126,10.561007555452923,1612.0,7.593877844605118,7.383989457978509,3.0,8.0,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
355988.0,10.394212504595115,8.006367567650246,11.771829904987866,10.738025782538024,11.350524175611405,3318.0,7.821242083523558,7.640123172695364,1.0,1.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
77800.0,9.521494800613105,11.49739549685192,10.114234583513786,9.437953917961844,10.280518891981744,1891.0,7.372118028337787,7.20414929203594,1.0,5.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
418800.0,10.812955059062158,10.596634733096073,11.291443033232651,12.535984121637178,11.461895293857449,3074.0,8.242229891372231,7.322510433997394,1.0,12.0,41,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
103800.0,9.71776020260734,10.710543607203856,10.410546089732875,10.058566372936209,10.191182124909785,2007.0,6.906754778648554,7.154615356913663,1.0,5.0,42,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
555800.0,10.991207400037814,9.461099090323366,12.21942806357733,11.777901699886371,11.04452055708819,2769.0,8.000014093678072,7.365180126021013,1.0,3.0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
132000.0,9.565914710470881,9.770298958292383,11.243764152822445,9.797070923831638,11.198159924108706,3131.0,7.310550158534422,7.1891677384203225,1.0,2.0,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
89800.0,9.862665558015873,11.302204433654575,10.619203139938547,10.446364016467253,10.779060451131723,1369.0,7.312553498102598,7.261927092702751,1.0,7.0,28,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
158000.0,10.291806501809322,10.981897133886719,11.177144989027417,11.023747171218401,10.72081945637715,1131.0,7.592870287844818,7.6255950721324535,2.0,7.0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
62888.0,9.494014423030425,11.95748307288449,9.634430944207512,10.02765019515655,10.382172142969702,1703.0,7.4949862339505335,7.105786129481271,5.0,16.0,17,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
118800.0,10.017708696626151,10.778956289890028,10.759391134395187,10.531562736352358,10.518943425380202,1550.0,7.374629015218945,7.261927092702751,1.0,6.0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
99800.0,9.854822380554847,11.018629143155449,10.545551942866757,10.242884080674587,10.503038084358488,1580.0,7.374629015218945,7.268920128193722,3.0,7.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
78800.0,9.522227133124781,11.99535161421452,9.981744050501895,10.64182318076953,10.532149543869664,2100.0,7.494430215031565,7.27931883541462,6.0,15.0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
169800.0,9.91095956737483,10.51867319162636,11.225123385317872,10.210015912784268,11.131811447725894,2798.0,7.37650812632622,7.313220387090301,2.0,3.0,21,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
119777.0,10.205072530156901,11.695247021764184,11.022751780935097,10.882790641551807,10.896739325546411,1159.0,7.599901959208498,7.3395376954076745,1.0,7.0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
175800.0,10.146433731146518,11.626254150277232,11.35548772199872,11.09874246624234,10.42492665356173,1862.0,8.147867129923947,7.644919344958857,2.0,6.0,22,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21888.0,9.772809228894012,11.805595078933049,9.33078652505205,9.743788173778453,11.174651606402387,371.0,7.599901959208498,7.271008538280992,2.0,10.0,19,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
99800.0,9.72136597574484,10.819778284410283,10.323841273138044,9.950800435586746,10.203592144986466,1949.0,7.089243155027514,7.183111701743281,2.0,6.0,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
95800.0,9.857967037234319,11.350406535472453,10.648515354973062,10.338835035126163,10.691944912900398,1491.0,7.312553498102598,7.21890970761906,3.0,7.0,50,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30800.0,9.679718805828,12.0015054797889,10.036181094261593,10.153779235769349,11.168884658849063,373.0,7.81923445385907,7.31986492980897,1.0,10.0,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
215800.0,10.413612931187725,11.191341840842766,11.55110717701028,11.364460258830404,10.39056336913101,1645.0,8.005033344637111,7.517520850603031,3.0,6.0,35,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
92800.0,9.461099090323366,11.835008964139341,10.438752098179137,10.765153129746336,10.764603783665628,2624.0,7.822845290279774,7.408530566894626,2.0,13.0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58800.0,9.47883962501119,11.931635799828413,9.716193654115616,10.564343952397511,10.515641573886542,1618.0,7.598399329323964,7.237059026124737,2.0,16.0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83888.0,9.817384853482716,11.225243392518447,10.667559071432771,10.458464024037408,10.768506042432708,1251.0,7.592870287844818,7.489970898834801,1.0,7.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48800.0,9.807527161390217,11.820410164718188,10.0209594286763,9.967025573340116,10.714617748755122,730.0,7.599901959208498,7.282073658093465,2.0,8.0,28,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
89800.0,9.383452989684827,10.085809109330082,10.447380380006315,9.61780348274702,10.640675541671662,2679.0,7.310550158534422,6.984716320118266,2.0,3.0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
167800.0,10.01681623784313,11.184421397998193,10.951788520662866,10.558958826115072,10.46278900535916,2347.0,7.585281078639126,7.471363088187097,2.0,4.0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
41788.0,9.592877975440642,11.16761427968181,9.86464276871256,9.912695033287042,10.86477077032911,911.0,7.310550158534422,7.081708586105575,2.0,8.0,21,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39800.0,9.457200449907708,11.589886506106357,9.909966518633837,9.63652272167307,10.849453584720033,974.0,7.310550158534422,6.983789965258135,3.0,8.0,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2158.0,12.188672130850007,8.294049640102028,6.913737350659685,13.499936426815227,10.96301245249619,2801.0,8.817149624743406,7.908387159290043,1.0,3.0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
102888.0,10.017708696626151,11.834197040415564,10.66879259072618,10.383410571562303,10.819778284410283,1368.0,7.81923445385907,7.5485559791698735,3.0,7.0,19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
175800.0,10.122221395361638,10.891987311852073,11.106474871430772,10.737613326355646,10.61861635720246,1858.0,7.585281078639126,7.5595594960077,1.0,5.0,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45800.0,9.748002649695733,11.331978962355807,10.180929877257716,10.177552329028725,10.959557617938563,635.0,7.81923445385907,7.357556200910353,3.0,9.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
179800.0,10.003332887505843,11.05295137136167,11.164657936601685,10.745313325467436,10.613737640995735,2193.0,7.311218384419629,7.399398083331354,1.0,5.0,13,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34500.0,9.736251633160215,11.77528972943772,10.04828029743767,10.30501157141103,11.225270058829565,486.0,7.240649694255466,7.299797366758161,3.0,9.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
89688.0,9.94270826568941,10.927735425915376,10.529051581772277,10.313343008945585,10.839580911706463,1305.0,7.599901959208498,7.069023426578259,1.0,7.0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
203788.0,10.112532179470836,9.998797732340453,11.218447016051396,10.722782685084084,10.73644015278695,2593.0,7.194436851100335,7.349230824613334,2.0,4.0,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
59800.0,9.923290179832307,11.608235644774552,10.229620811362162,10.302699818978526,10.757902880692196,793.0,7.494430215031565,7.299797366758161,2.0,9.0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80000.0,9.478074806618269,11.390927308159378,10.203555107263542,9.39424400995279,10.365931428719277,2043.0,7.372118028337787,7.160069207596127,2.0,5.0,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
99800.0,9.802008383586275,11.192926791041904,10.749398737647702,10.497007749286007,10.55843949396453,1583.0,7.312553498102598,7.265429723253953,1.0,6.0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
57000.0,9.818474178209172,10.558413520275876,10.165467127635536,9.818474178209172,10.959679347542483,947.0,7.6004023345004,7.3395376954076745,2.0,8.0,56,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
205800.0,10.345605978292328,11.05089000537367,11.411877857560555,11.171012454143554,10.340419027440413,1826.0,7.596392304064196,7.484368643286131,2.0,7.0,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
113800.0,10.121819546853116,11.26446410567173,11.052586977400242,10.957817003758691,10.74136258577276,1096.0,7.596392304064196,7.387090235656757,3.0,8.0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
140000.0,9.908972482766698,10.778956289890028,10.908137086548123,10.466896138710247,10.599156550639583,1861.0,7.594381242551817,7.3031700512368,1.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100888.0,9.746248776109637,10.915088464214607,10.57803787856365,10.319991507759509,10.340419027440413,1461.0,7.596392304064196,7.404887575616125,1.0,6.0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
125800.0,9.52588077255636,10.437052663271608,11.297142259728977,9.873543676163056,11.264476926102367,3076.0,7.37650812632622,7.181591944611865,1.0,2.0,18,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
108000.0,9.596282813595483,10.827627399353682,10.60680781141641,9.884049858643653,10.558517410982946,2431.0,7.37650812632622,7.181591944611865,1.0,4.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33800.0,9.468851067127684,11.429359056348073,9.697508347391498,9.576232704964523,10.764265574480024,790.0,7.310550158534422,6.983789965258135,1.0,9.0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54800.0,9.67721410821299,11.78297550268443,10.233869854519936,9.901235017482835,10.940401726734022,1002.0,7.494430215031565,7.215239978730097,2.0,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
129900.0,10.113748478019325,11.79810440720389,9.832904131080666,11.271847041019651,10.474777785317189,1919.0,8.142063283104147,7.282761179605593,6.0,15.0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29800.0,9.694000327669404,11.49067985602291,9.763938087586043,9.614204198717374,11.106309695104668,491.0,7.3777589082278725,7.215239978730097,1.0,12.0,39,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33800.0,9.63626148865173,11.7233646565728,9.923388214242465,9.896664327188002,11.015164130533439,547.0,7.599901959208498,7.282073658093465,3.0,9.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
78800.0,9.469622969906265,11.082142548877775,10.02433256222833,9.73068058811076,10.308952660644293,2098.0,7.183870715062453,6.9584483932976555,1.0,5.0,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
76000.0,9.765948138514066,11.33148751767839,10.29177259143444,10.337831620194669,10.491301994830229,1314.0,6.906754778648554,7.181591944611865,2.0,7.0,45,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87800.0,9.400133943608838,11.661345470088502,10.332343613434867,10.370894062184476,10.652140393001481,2649.0,7.37650812632622,7.081708586105575,3.0,13.0,22,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
248788.0,10.672205919943147,11.884489021402711,9.981744050501895,11.321946541085092,10.532149543869664,2100.0,8.242493153187626,7.461640392208575,4.0,16.0,59,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
80800.0,9.485696794737327,10.545341438708522,10.072934924846477,9.656819456174961,10.40089353434265,1855.0,7.183111701743281,6.937314081223682,2.0,5.0,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
135800.0,9.768812649209526,11.49272275765271,10.759136162440722,11.271885218915926,11.011819122265148,2830.0,7.999342952713282,7.414572881350589,2.0,13.0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52500.0,9.932560800021836,11.326595886778735,10.212368336128902,10.347403847018546,10.959557617938563,635.0,7.593877844605118,7.383989457978509,4.0,9.0,50,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
82800.0,9.656307423393677,10.896739325546411,9.924368030115483,9.995245977775669,10.067645138702412,1461.0,7.310550158534422,7.081708586105575,1.0,6.0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
777000.0,11.171139133525246,8.625509334899697,12.56647762423174,11.882514659839895,11.532747699917314,3324.0,8.000014093678072,7.365180126021013,1.0,2.0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54800.0,9.342245442856122,11.695247021764184,9.564512185696797,9.387984339219026,10.297891713284868,1738.0,7.199678345691172,6.917705609835305,3.0,16.0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
69800.0,9.540363284917488,11.238488619268468,9.998343083548807,9.647627092407303,10.126631103850338,1615.0,7.368970402194793,7.05617528410041,2.0,6.0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
118800.0,10.195037136514399,11.736069016284437,10.993681170094515,10.882790641551807,10.790473050017694,1157.0,7.599901959208498,7.3395376954076745,2.0,7.0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50888.0,9.656307423393677,11.695247021764184,9.829141090407472,9.788469440951861,10.808312806301005,1129.0,6.906754778648554,7.060476365999801,3.0,8.0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
58800.0,9.890402312987472,11.141861783579396,10.253439950714034,10.301357221522462,10.81178643448073,821.0,7.494430215031565,7.299797366758161,1.0,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
93888.0,10.052338499268483,11.77528972943772,10.644615045614641,10.536406907545587,10.832121788941521,1164.0,7.374629015218945,7.261927092702751,3.0,8.0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
