,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,POST_DATE
3532,https://www.sgcarmart.com/used_cars/info.php?ID=1264607&DL=4319,Honda,51000,20070,23-Oct-2015,158000,2015,1630,Auto,27811,26/01/2024,28685,32159,58190,611,2356,1855,1,MPV,18-Jan-2024
3533,https://www.sgcarmart.com/used_cars/info.php?ID=1221123&DL=3769&utm_content=SLeligible,BMW,170800,28740,17-Jan-2019,73000,2018,1210,Auto,54879,26/01/2024,45356,55499,32200,1491,1998,1720,2,SUV,18-Dec-2023
3534,https://www.sgcarmart.com/used_cars/info.php?ID=1265563&DL=1000&utm_content=SLeligible,Volkswagen,25800,13060,17-Jan-2011,181000,,811,Auto,7534,26/01/2024,22211,22211,19069,396,1395,,4,Hatchback,22-Jan-2024
3535,https://www.sgcarmart.com/used_cars/info.php?ID=1258902&DL=1000&utm_content=SLeligible,Honda,68300,13260,02-Aug-2018,139680,2018,684,Manual,29354,26/01/2024,16802,16802,38941,1646,1498,1068,1,Hatchback,18-Jan-2024
3536,https://www.sgcarmart.com/used_cars/info.php?ID=1245754&DL=1044&utm_content=SLeligible,Honda,110800,13450,26-Nov-2021,40000,2021,682,Auto,44984,26/01/2024,24189,10865,47010,2825,1496,1250,1,SUV,08-Jan-2024
3537,https://www.sgcarmart.com/used_cars/info.php?ID=1258638&DL=2563&utm_content=SLeligible,Mercedes-Benz,148888,26580,12-Sep-2018,74000,2018,1202,Auto,52037,26/01/2024,42569,51597,34381,1676,1991,1705,2,SUV,26-Dec-2023
3538,https://www.sgcarmart.com/used_cars/info.php?ID=1208107&DL=2469&utm_content=SLeligible,Mazda,51800,13470,12-Dec-2007,151000,2007,1818,Auto,19297,26/01/2024,17887,19676,50168,1099,1999,1495,4,MPV,21-Jan-2024
3539,https://www.sgcarmart.com/used_cars/info.php?ID=1258614&DL=2962&utm_content=SLeligible,Nissan,32800,14080,03-Dec-2015,150000,2015,508,Auto,18364,26/01/2024,18454,13454,59200,371,1197,1285,3,SUV,26-Dec-2023
3540,https://www.sgcarmart.com/used_cars/info.php?ID=1247672&DL=1000&utm_content=SLeligible,Honda,37999,14220,11-Apr-2016,52000,2016,684,Auto,17994,26/01/2024,18264,13264,45504,795,1497,1096,3,Mid-Sized Sedan,02-Dec-2023
3541,https://www.sgcarmart.com/used_cars/info.php?ID=1262826&DL=2393&utm_content=SLeligible,BMW,152800,15270,25-Feb-2014,76000,2013,1210,Auto,,26/01/2024,38552,45973,,0,1997,1705,2,SUV,23-Jan-2024
3542,https://www.sgcarmart.com/used_cars/info.php?ID=1230264&DL=4456&utm_content=SLeligible,Peugeot,69800,17120,04-May-2017,98000,2016,1144,Auto,33675,26/01/2024,32622,27671,48000,1192,1560,1315,2,,24-Jan-2024
3543,https://www.sgcarmart.com/used_cars/info.php?ID=1236197&DL=1043&utm_content=SLeligible,BMW,131800,18520,23-Jan-2020,69000,2019,684,Auto,54908,26/01/2024,35377,41528,40889,1862,1499,1415,2,SUV,24-Jan-2024
3544,https://www.sgcarmart.com/used_cars/info.php?ID=1261135&DL=3851,Toyota,38800,16900,21-Mar-2016,90000,2015,684,Auto,12666,26/01/2024,24178,5000,45000,762,1497,1120,1,,26-Jan-2024
3545,https://www.sgcarmart.com/used_cars/info.php?ID=1266067&DL=3133,Maserati,130800,30530,06-Apr-2016,23000,2015,2362,Auto,86296,26/01/2024,86530,127754,44001,790,2979,1850,2,Luxury Sedan,23-Jan-2024
3546,https://www.sgcarmart.com/used_cars/info.php?ID=1191394&DL=2448&utm_content=SLeligible,BMW,186800,21180,18-Aug-2021,21900,2021,1210,Auto,80709,26/01/2024,43729,53221,57700,2737,1998,1490,1,Luxury Sedan,19-Jan-2024
3547,https://www.sgcarmart.com/used_cars/info.php?ID=1256971&DL=2178&utm_content=SLeligible,MG,136800,16730,29-Mar-2022,54888,2021,,Auto,77575,26/01/2024,34127,,94889,2982,,1565,1,Stationwagon,22-Jan-2024
3548,https://www.sgcarmart.com/used_cars/info.php?ID=1263255&DL=3961&utm_content=SLeligible,Mercedes-Benz,69800,13940,16-Jan-2014,89887,2013,740,Auto,,26/01/2024,28329,26661,,1825,1595,1425,3,Hatchback,26-Jan-2024
3549,https://www.sgcarmart.com/used_cars/info.php?ID=1212410&DL=3103,Volkswagen,219988,23240,29-Aug-2022,20500,2022,1194,Auto,108888,26/01/2024,34667,40534,104400,3132,1984,1691,1,Luxury Sedan,02-Dec-2023
3550,https://www.sgcarmart.com/used_cars/info.php?ID=1105801&DL=4014,Mercedes-Benz,70888,12520,23-Sep-2019,,1983,280,Auto,2148,26/01/2024,10318,10318,3795,2042,4973,1610,3,Sports Car,25-Jan-2024
3551,https://www.sgcarmart.com/used_cars/info.php?ID=1239081&DL=1094&utm_content=SLeligible,BMW,179800,30480,29-Sep-2017,119986,2017,2384,Auto,107899,26/01/2024,90911,135640,53711,1337,2998,1770,1,Luxury Sedan,20-Jan-2024
3552,https://www.sgcarmart.com/used_cars/info.php?ID=1246017&DL=1418&utm_content=SLeligible,Honda,58800,16430,15-May-2017,68399,2017,682,Auto,23016,26/01/2024,19223,9223,51600,1193,1496,1130,1,Stationwagon,22-Jan-2024
3553,https://www.sgcarmart.com/used_cars/info.php?ID=1261978&DL=4405&utm_content=SLeligible,Hyundai,53800,10300,17-Apr-2009,,2009,1107,Auto,13676,26/01/2024,11802,11062,26175,1886,1591,1264,4,Mid-Sized Sedan,25-Jan-2024
3554,https://www.sgcarmart.com/used_cars/info.php?ID=1257906&DL=2291&utm_content=SLeligible,Subaru,40800,15300,26-Feb-2016,169000,2015,744,Auto,22007,26/01/2024,17809,17809,54301,730,1600,1480,2,SUV,08-Jan-2024
3555,https://www.sgcarmart.com/used_cars/info.php?ID=1255910&DL=2642&utm_content=SLeligible,Mazda,59800,16410,15-Dec-2016,,2016,1210,Auto,28277,26/01/2024,23500,24900,46229,738,1998,1277,3,SUV,14-Dec-2023
3556,https://www.sgcarmart.com/used_cars/info.php?ID=1265219&DL=2080,Renault,13800,12690,17-Dec-2014,,2014,1048,Auto,8279,26/01/2024,19270,5000,64900,0,1461,1213,2,,26-Jan-2024
3557,https://www.sgcarmart.com/used_cars/info.php?ID=1255627&DL=4455&utm_content=SLeligible,Audi,248888,24870,16-Sep-2015,,2015,2380,Auto,,26/01/2024,70642,99156,,0,2995,2105,4,SUV,13-Dec-2023
3558,https://www.sgcarmart.com/used_cars/info.php?ID=1258592&DL=3043&utm_content=SLeligible,BMW,117800,18480,30-Apr-2019,57300,2019,684,Auto,53555,26/01/2024,35142,41199,48209,1918,1499,1430,2,SUV,26-Jan-2024
3559,https://www.sgcarmart.com/used_cars/info.php?ID=1203495&DL=1034&utm_content=SLeligible,Hummer,92800,,17-Jul-2009,94960,2008,5112,Auto,,26/01/2024,29208,29208,33018,1890,3653,2231,5,SUV,30-Dec-2023
3560,https://www.sgcarmart.com/used_cars/info.php?ID=1261000&DL=1001,Honda,63800,15110,27-Nov-2017,99722,2016,682,Auto,23549,26/01/2024,21194,11672,41617,1095,1496,1190,1,SUV,21-Jan-2024
3561,https://www.sgcarmart.com/used_cars/info.php?ID=1263268&DL=3961,,,,,,,,,,26/01/2024,,,,,,,,,
3562,https://www.sgcarmart.com/used_cars/info.php?ID=1237171&DL=3845&utm_content=SLeligible,Honda,69800,14950,08-Jun-2018,58000,2018,682,Auto,22222,26/01/2024,19020,9020,36426,1582,1496,1130,1,Stationwagon,05-Jan-2024
3563,https://www.sgcarmart.com/used_cars/info.php?ID=1265033&DL=4555,Subaru,26399,16530,20-Mar-2015,107000,2014,1208,Auto,16083,26/01/2024,14943,14943,68668,396,1995,1600,1,SUV,25-Jan-2024
3564,https://www.sgcarmart.com/used_cars/info.php?ID=1190269&DL=2339&utm_content=SLeligible,Mercedes-Benz,217800,47970,08-Aug-2016,72000,2015,6236,Auto,129782,26/01/2024,122634,192742,56002,912,5461,2345,4,SUV,21-Jan-2024
3565,https://www.sgcarmart.com/used_cars/info.php?ID=1243765&DL=2885&utm_content=SLeligible,Hyundai,55800,14100,27-Jul-2017,85000,2017,738,Auto,23782,26/01/2024,12903,12903,44002,1275,1591,1345,1,Mid-Sized Sedan,06-Jan-2024
3566,https://www.sgcarmart.com/used_cars/info.php?ID=1262153&DL=3162,Honda,49800,14670,13-Jan-2017,98833,2016,682,Auto,22685,26/01/2024,21894,12652,54901,767,1496,1190,1,SUV,25-Jan-2024
3567,https://www.sgcarmart.com/used_cars/info.php?ID=1194802&DL=1177&utm_content=SLeligible,Aston,229000,34970,13-Aug-2010,83300,2010,9766,Auto,,26/01/2024,236510,236510,32914,2377,5935,1990,5,Sports Car,16-Jan-2024
3568,https://www.sgcarmart.com/used_cars/info.php?ID=1266148&DL=3034,Volkswagen,12900,,15-Jul-2014,136000,2014,620,Auto,7240,26/01/2024,18705,8705,61990,158,1390,1417,1,Mid-Sized Sedan,23-Jan-2024
3569,https://www.sgcarmart.com/used_cars/info.php?ID=1248544&DL=1015&utm_content=SLeligible,Hyundai,49800,15570,16-Sep-2016,95123,2016,738,Auto,24048,26/01/2024,17432,17432,51506,940,1591,1345,3,Mid-Sized Sedan,19-Jan-2024
3570,https://www.sgcarmart.com/used_cars/info.php?ID=1213072&DL=3989&utm_content=SLeligible,Honda,101800,22800,14-Jul-2008,,2008,1815,Manual,16473,26/01/2024,26411,26411,36888,1617,1998,1270,,Sports Car,23-Jan-2024
3571,https://www.sgcarmart.com/used_cars/info.php?ID=1250558&DL=4449&utm_content=SLeligible,Renault,28800,15160,19-Aug-2015,153200,2015,1048,Auto,14424,26/01/2024,20190,10266,56209,548,1461,1290,3,,22-Nov-2023
3572,https://www.sgcarmart.com/used_cars/info.php?ID=1259592&DL=3597,BMW,82500,16880,30-Nov-2017,96000,2017,684,Auto,40990,26/01/2024,30858,35202,47112,1098,1499,1480,2,MPV,29-Dec-2023
3573,https://www.sgcarmart.com/used_cars/info.php?ID=1263218&DL=3597,Mazda,71000,12490,20-Nov-2018,58278,2018,710,Auto,22335,26/01/2024,21128,21580,15000,1734,1998,1290,1,SUV,12-Jan-2024
3574,https://www.sgcarmart.com/used_cars/info.php?ID=1240249&DL=2927&utm_content=SLeligible,Mercedes-Benz,71000,21550,07-Jul-2016,131500,2016,740,Auto,33477,26/01/2024,35465,36651,47000,880,1595,1425,4,Luxury Sedan,21-Dec-2023
3575,https://www.sgcarmart.com/used_cars/info.php?ID=1221831&DL=3175&utm_content=SLeligible,Toyota,49800,10050,08-Jan-2009,,2008,1023,Auto,12902,26/01/2024,14475,11886,26047,1492,1496,1130,,Mid-Sized Sedan,21-Dec-2023
3576,https://www.sgcarmart.com/used_cars/info.php?ID=1257486&DL=2128&utm_content=SLeligible,Toyota,266000,28630,21-Mar-2022,45000,2021,1792,Auto,112785,26/01/2024,51704,65068,83889,2953,2493,2030,1,MPV,20-Dec-2023
3577,https://www.sgcarmart.com/used_cars/info.php?ID=1257074&DL=3074&utm_content=SLeligible,Kia,117800,13420,21-Mar-2022,36716,2021,738,Auto,68478,26/01/2024,16835,16835,68501,2953,1591,1287,1,Mid-Sized Sedan,19-Dec-2023
3578,https://www.sgcarmart.com/used_cars/info.php?ID=1261836&DL=4414,Audi,96800,16160,18-Apr-2019,109000,2019,392,Auto,35881,26/01/2024,23358,24702,33199,1887,999,1280,1,Luxury Sedan,22-Jan-2024
3579,https://www.sgcarmart.com/used_cars/info.php?ID=1246447&DL=4245&utm_content=SLeligible,Mercedes-Benz,72880,14330,25-Feb-2009,160000,2008,4746,Auto,16238,26/01/2024,62382,62382,31933,1834,3498,2060,,SUV,12-Jan-2024
3580,https://www.sgcarmart.com/used_cars/info.php?ID=1261663&DL=1000&utm_content=SLeligible,BMW,89900,19320,03-Nov-2017,58100,2017,684,Auto,41028,26/01/2024,33671,34140,52000,1372,1499,1425,2,Luxury Sedan,07-Jan-2024
3581,https://www.sgcarmart.com/used_cars/info.php?ID=1251873&DL=3730&utm_content=SLeligible,BMW,58000,15570,16-Dec-2016,74000,2016,1082,Auto,29503,26/01/2024,31478,26070,48000,739,1496,1480,3,,25-Jan-2024
3582,https://www.sgcarmart.com/used_cars/info.php?ID=1252717&DL=3648&utm_content=SLeligible,Mercedes-Benz,206777,20820,01-Dec-2022,15000,2020,586,Auto,135902,26/01/2024,37866,45013,115388,2924,1332,1485,1,SUV,18-Jan-2024
3583,https://www.sgcarmart.com/used_cars/info.php?ID=1225227&DL=2783&utm_content=SLeligible,BMW,121777,17600,30-Sep-2019,75000,2019,684,Auto,53746,26/01/2024,36901,43662,40000,2068,1499,1430,2,SUV,20-Dec-2023
3584,https://www.sgcarmart.com/used_cars/info.php?ID=1266972&DL=3003&utm_content=SLeligible,BMW,280000,49640,16-Sep-2019,29200,2017,4568,Auto,44822,26/01/2024,84490,124082,39728,2035,4395,1930,1,Sports Car,26-Jan-2024
3585,https://www.sgcarmart.com/used_cars/info.php?ID=1244220&DL=3712&utm_content=SLeligible,Porsche,228000,26250,09-Nov-2012,61800,2012,2450,Auto,93145,26/01/2024,83639,83639,107249,3164,2706,1415,1,Sports Car,26-Jan-2024
3586,https://www.sgcarmart.com/used_cars/info.php?ID=1252442&DL=3137&utm_content=SLeligible,BMW,157800,20920,28-Jan-2020,,2019,1210,Auto,70856,26/01/2024,51261,64270,37705,2191,1998,1540,1,Luxury Sedan,11-Jan-2024
3587,https://www.sgcarmart.com/used_cars/info.php?ID=1223956&DL=2171&utm_content=SLeligible,Peugeot,85800,16980,28-Mar-2018,119000,2018,508,Auto,37182,26/01/2024,27133,29987,38830,1521,1199,1270,1,SUV,30-Dec-2023
3588,https://www.sgcarmart.com/used_cars/info.php?ID=1190437&DL=2318&utm_content=SLeligible,Land,149888,17420,04-Sep-2012,61888,2012,6614,Auto,87815,26/01/2024,114454,114454,102078,3135,4999,2512,2,SUV,07-Dec-2023
3589,https://www.sgcarmart.com/used_cars/info.php?ID=1258223&DL=2448&utm_content=SLeligible,Honda,140800,13960,21-Dec-2023,39,2022,326,Auto,90950,26/01/2024,15456,5000,88020,3289,658,900,1,Hatchback,19-Jan-2024
3590,https://www.sgcarmart.com/used_cars/info.php?ID=1252317&DL=4337&utm_content=SLeligible,Honda,78800,16240,29-Dec-2017,86000,2017,390,Auto,34568,26/01/2024,34399,30159,48011,1127,988,1355,5,Hatchback,30-Nov-2023
3591,https://www.sgcarmart.com/used_cars/info.php?ID=1238699&DL=2783&utm_content=SLeligible,Volkswagen,41777,14770,22-Apr-2016,55388,2015,620,Auto,20683,26/01/2024,17516,17516,45504,796,1390,1417,1,Mid-Sized Sedan,24-Dec-2023
3592,https://www.sgcarmart.com/used_cars/info.php?ID=1266309&DL=4074&utm_content=SLeligible,Volkswagen,84500,14650,05-Mar-2010,,2009,1672,Auto,21628,26/01/2024,30554,30554,37502,2100,1984,1339,6,Sports Car,24-Jan-2024
3593,https://www.sgcarmart.com/used_cars/info.php?ID=1256734&DL=3613&utm_content=SLeligible,Volkswagen,114200,16330,29-Nov-2019,50155,2019,976,Auto,49795,26/01/2024,32559,37583,40000,1827,1798,1480,1,Luxury Sedan,24-Jan-2024
3594,https://www.sgcarmart.com/used_cars/info.php?ID=1222654&DL=4487&utm_content=SLeligible,McLaren,758000,111580,06-Jun-2019,28001,2019,3636,Auto,265325,26/01/2024,193044,319480,52410,1945,3799,1356,4,Sports Car,24-Dec-2023
3595,https://www.sgcarmart.com/used_cars/info.php?ID=1260200&DL=2875,Porsche,699000,73310,16-Sep-2021,10500,2020,2364,Auto,251089,26/01/2024,169815,277667,57700,2765,2981,1660,2,Sports Car,02-Jan-2024
3596,https://www.sgcarmart.com/used_cars/info.php?ID=1256655&DL=4140&utm_content=SLeligible,Toyota,139800,14560,30-Jun-2023,7000,2022,506,Auto,94474,26/01/2024,15672,5000,96206,3438,1196,970,1,SUV,04-Jan-2024
3597,https://www.sgcarmart.com/used_cars/info.php?ID=1183850&DL=2456&utm_content=SLeligible,Ferrari,472500,67320,18-Mar-2011,63000,2011,6146,Auto,29960,26/01/2024,337248,337248,42683,2560,4497,1515,4,Sports Car,18-Dec-2023
3598,https://www.sgcarmart.com/used_cars/info.php?ID=1109309&DL=2010&utm_content=SLeligible,Toyota,289988,30430,16-Jun-2022,652,2021,1284,Auto,122169,26/01/2024,54032,69258,83684,3040,2487,2045,1,,02-Dec-2023
3599,https://www.sgcarmart.com/used_cars/info.php?ID=1235256&DL=1339&utm_content=SLeligible,Toyota,114800,13240,18-Jul-2022,20000,2022,680,Auto,69891,26/01/2024,17615,5000,78001,3071,1490,1110,1,SUV,21-Jan-2024
3600,https://www.sgcarmart.com/used_cars/info.php?ID=1266223&DL=4449,Audi,163000,19630,24-May-2021,43000,2021,1194,Auto,71352,26/01/2024,33139,38395,58089,2652,1984,1515,1,,23-Jan-2024
3601,https://www.sgcarmart.com/used_cars/info.php?ID=1211724&DL=4436&utm_content=SLeligible,Mercedes-Benz,88800,12090,22-Aug-2011,207800,2001,965,Auto,32432,26/01/2024,31019,31019,44138,2680,1597,1500,5,Luxury Sedan,21-Jan-2024
3602,https://www.sgcarmart.com/used_cars/info.php?ID=1219679&DL=3945&utm_content=SLeligible,Volvo,43500,14010,22-Mar-2016,140000,2016,684,Auto,25285,26/01/2024,24806,26729,43000,763,1498,1589,2,Luxury Sedan,10-Jan-2024
3603,https://www.sgcarmart.com/used_cars/info.php?ID=1217225&DL=3507&utm_content=SLeligible,Hyundai,60500,13850,27-Feb-2018,63600,2017,608,Auto,20532,26/01/2024,7790,7790,36890,1490,1368,1115,2,Mid-Sized Sedan,23-Jan-2024
3604,https://www.sgcarmart.com/used_cars/info.php?ID=1245531&DL=2239&utm_content=SLeligible,Toyota,121800,14940,13-Dec-2021,30000,2021,682,Auto,48355,26/01/2024,22162,8027,53709,2561,1496,1140,1,,16-Jan-2024
3605,https://www.sgcarmart.com/used_cars/info.php?ID=1108138&DL=1345&utm_content=SLeligible,Audi,223800,24600,28-Feb-2013,120050,2012,4334,Auto,98575,26/01/2024,113459,113459,108373,3316,3993,2050,5,Luxury Sedan,06-Jan-2024
3606,https://www.sgcarmart.com/used_cars/info.php?ID=1254041&DL=4108&utm_content=SLeligible,Lexus,215800,26510,14-Dec-2020,48000,2020,1210,Auto,78186,26/01/2024,52509,66517,41101,2197,1998,1890,1,SUV,07-Dec-2023
3607,https://www.sgcarmart.com/used_cars/info.php?ID=1261441&DL=4362,Subaru,108800,17420,17-Oct-2019,120000,2019,1208,Auto,37227,26/01/2024,18058,18058,41361,2065,1995,1591,2,SUV,06-Jan-2024
3608,https://www.sgcarmart.com/used_cars/info.php?ID=1260162&DL=3546,Mercedes-Benz,59800,18920,08-Jul-2016,116000,2015,740,Auto,29728,26/01/2024,28592,27029,57390,881,1595,1430,5,Luxury Sedan,02-Jan-2024
3609,https://www.sgcarmart.com/used_cars/info.php?ID=1264176&DL=3759,BMW,140800,17610,29-Oct-2020,37000,2020,684,Auto,60360,26/01/2024,36814,43540,40990,2462,1499,1415,2,SUV,16-Jan-2024
3610,https://www.sgcarmart.com/used_cars/info.php?ID=1245261&DL=3414&utm_content=SLeligible,Kia,77800,14940,24-Oct-2018,23800,2018,738,Auto,24872,26/01/2024,13841,13841,31997,1707,1591,1287,1,Mid-Sized Sedan,07-Jan-2024
3611,https://www.sgcarmart.com/used_cars/info.php?ID=1263964&DL=4016&utm_content=SLeligible,Volkswagen,76800,12970,28-Dec-2009,,2009,1791,Auto,23286,26/01/2024,32335,32335,39313,1856,1984,1339,,Sports Car,15-Jan-2024
3612,https://www.sgcarmart.com/used_cars/info.php?ID=1266380&DL=4277,Nissan,40800,13950,30-Jun-2016,119000,2016,508,Auto,21403,26/01/2024,18974,13974,53694,883,1197,1285,2,SUV,24-Jan-2024
3613,https://www.sgcarmart.com/used_cars/info.php?ID=1207865&DL=2511&utm_content=SLeligible,Ferrari,1050,102430,12-Mar-2022,6800,2021,3724,Auto,385976,26/01/2024,257068,434723,85000,2954,3855,1580,1,Sports Car,07-Jan-2024
3614,https://www.sgcarmart.com/used_cars/info.php?ID=1255535&DL=3545&utm_content=SLeligible,Kia,66800,12000,20-Aug-2009,161000,2009,1107,Auto,16327,26/01/2024,14116,14116,29328,2009,1591,1251,5,Mid-Sized Sedan,13-Dec-2023
3615,https://www.sgcarmart.com/used_cars/info.php?ID=1264571&DL=3283&utm_content=SLeligible,Mercedes-Benz,97800,13660,24-Mar-2011,118000,2010,1266,Auto,34149,26/01/2024,58555,58555,47701,2590,1796,1685,3,Sports Car,17-Jan-2024
3616,https://www.sgcarmart.com/used_cars/info.php?ID=1263710&DL=1220&utm_content=SLeligible,Audi,87600,13700,18-Jun-2010,162000,2010,1672,Auto,21465,26/01/2024,41273,41273,33568,2312,1984,1550,,Sports Car,25-Jan-2024
3617,https://www.sgcarmart.com/used_cars/info.php?ID=1266131&DL=3142,Hyundai,135800,17840,23-Feb-2021,,2020,738,Auto,46857,26/01/2024,19054,19054,46002,2562,1591,1594,2,SUV,23-Jan-2024
3618,https://www.sgcarmart.com/used_cars/info.php?ID=1250305&DL=4162&utm_content=SLeligible,Toyota,66800,12350,23-Jun-2009,162450,2009,1023,Auto,16138,26/01/2024,17876,17876,29839,1952,1495,1160,3,SUV,18-Jan-2024
3619,https://www.sgcarmart.com/used_cars/info.php?ID=1256168&DL=2473&utm_content=SLeligible,Nissan,85800,13320,19-Nov-2019,58000,2019,742,Auto,31264,26/01/2024,16629,16629,32309,2098,1598,1205,1,Mid-Sized Sedan,26-Jan-2024
3620,https://www.sgcarmart.com/used_cars/info.php?ID=1251898&DL=1000&utm_content=SLeligible,Mazda,115000,15370,22-Mar-2021,33500,2021,682,Auto,37607,26/01/2024,23633,10087,41996,2588,1496,1397,1,,20-Dec-2023
3621,https://www.sgcarmart.com/used_cars/info.php?ID=1211694&DL=3387&utm_content=SLeligible,Audi,225888,30920,27-Nov-2019,48500,2019,2380,Auto,91394,26/01/2024,65952,90714,40009,1825,2995,1735,1,Sports Car,26-Dec-2023
3622,https://www.sgcarmart.com/used_cars/info.php?ID=1263843&DL=2870,Audi,38988,18330,30-Jun-2015,51000,2015,976,Auto,24775,26/01/2024,31248,25748,74501,518,1798,1545,1,Luxury Sedan,23-Jan-2024
3623,https://www.sgcarmart.com/used_cars/info.php?ID=1225291&DL=4449&utm_content=SLeligible,BMW,69000,22430,04-Jul-2016,99000,2016,684,Auto,31114,26/01/2024,29796,28715,57010,887,1499,1430,2,SUV,02-Jan-2024
3624,https://www.sgcarmart.com/used_cars/info.php?ID=1259564&DL=4055,Toyota,129000,21880,03-May-2019,,2019,974,Auto,45879,26/01/2024,32466,27453,48000,1921,1797,1610,1,,23-Jan-2024
3625,https://www.sgcarmart.com/used_cars/info.php?ID=1246869&DL=3350&utm_content=SLeligible,Mercedes-Benz,245800,25070,29-Jun-2022,24418,2022,1202,Auto,136618,26/01/2024,53902,69024,100684,3072,1991,1625,1,,11-Dec-2023
3626,https://www.sgcarmart.com/used_cars/info.php?ID=1260509&DL=1053&utm_content=SLeligible,BMW,105800,14910,22-Jun-2011,140700,2011,2335,Auto,32347,26/01/2024,47209,47209,45586,2587,2497,1430,4,Sports Car,03-Jan-2024
3627,https://www.sgcarmart.com/used_cars/info.php?ID=1232708&DL=2456&utm_content=SLeligible,BMW,138500,17140,28-Dec-2020,53458,2020,684,Auto,58236,26/01/2024,34076,39707,41101,2221,1499,1320,1,Hatchback,24-Nov-2023
3628,https://www.sgcarmart.com/used_cars/info.php?ID=1258023&DL=3495&utm_content=SLeligible,Hyundai,49800,11060,28-Jul-2008,,2008,1107,Auto,16740,26/01/2024,12964,12964,37165,1641,1591,1264,3,Mid-Sized Sedan,26-Jan-2024
3629,https://www.sgcarmart.com/used_cars/info.php?ID=1263514&DL=3414,Porsche,149900,43450,26-Apr-2016,99000,2016,2382,Auto,74000,26/01/2024,73654,104578,50089,790,2997,1940,4,SUV,13-Jan-2024
3630,https://www.sgcarmart.com/used_cars/info.php?ID=1252675&DL=1177&utm_content=SLeligible,Mercedes-Benz,269000,80230,01-Feb-2016,64300,2015,6236,Auto,140748,26/01/2024,134694,214450,60003,735,5461,2350,2,SUV,05-Jan-2024
3631,https://www.sgcarmart.com/used_cars/info.php?ID=1248864&DL=3324&utm_content=SLeligible,BMW,82888,21620,28-Jul-2016,111111,2016,1210,Auto,48956,26/01/2024,46870,57618,57508,911,1997,1615,2,Luxury Sedan,13-Dec-2023
3632,https://www.sgcarmart.com/used_cars/info.php?ID=1212687&DL=4332&utm_content=SLeligible,BMW,67500,15990,16-Apr-2008,116800,2006,3543,Auto,17260,26/01/2024,38613,42475,40881,1520,2979,1640,,Sports Car,01-Jan-2024
3633,https://www.sgcarmart.com/used_cars/info.php?ID=1251995&DL=4332&utm_content=SLeligible,Volkswagen,98888,13520,31-Aug-2020,43516,2019,392,Auto,38128,26/01/2024,19425,19425,35710,2404,999,1190,2,Hatchback,09-Jan-2024
3634,https://www.sgcarmart.com/used_cars/info.php?ID=1265909&DL=1213,Kia,117800,16130,30-Oct-2020,31141,2020,600,Auto,40868,26/01/2024,17536,17536,40990,2463,1353,1323,1,SUV,22-Jan-2024
3635,https://www.sgcarmart.com/used_cars/info.php?ID=1231746&DL=3875,BMW,47000,,26-Jun-2014,,2013,1210,Auto,27184,26/01/2024,44145,48803,67334,120,1997,1450,3,Sports Car,25-Jan-2024
3636,https://www.sgcarmart.com/used_cars/info.php?ID=1244710&DL=1220,BMW,106600,11100,03-Jan-1994,,1993,,Auto,92733,26/01/2024,29179,43769,96569,3500,1596,,2,Luxury Sedan,05-Jan-2024
3637,https://www.sgcarmart.com/used_cars/info.php?ID=1260020&DL=3137&utm_content=SLeligible,Toyota,49800,13500,04-Oct-2007,,2007,2457,Auto,18605,26/01/2024,26712,29384,50451,1342,2362,1710,,MPV,01-Jan-2024
3638,https://www.sgcarmart.com/used_cars/info.php?ID=1253221&DL=4405&utm_content=SLeligible,Honda,32800,13510,24-Jul-2006,,2006,885,Auto,11276,26/01/2024,15057,16563,46454,884,1339,1040,2,Hatchback,14-Dec-2023
3639,https://www.sgcarmart.com/used_cars/info.php?ID=1261533&DL=4162,Honda,103800,14430,26-Jan-2021,15170,2019,682,Auto,34537,26/01/2024,20309,5433,43501,2220,1496,1130,2,Stationwagon,06-Jan-2024
3640,https://www.sgcarmart.com/used_cars/info.php?ID=1249319&DL=2642&utm_content=SLeligible,Honda,111800,13960,12-Oct-2021,21000,2019,682,Auto,42492,26/01/2024,22375,8325,47001,2800,1496,1130,1,Stationwagon,22-Jan-2024
3641,https://www.sgcarmart.com/used_cars/info.php?ID=1252375&DL=1238&utm_content=SLeligible,Kia,74800,14180,12-Jul-2018,120000,2017,1318,Auto,29999,26/01/2024,22216,23103,31000,1615,1685,1525,2,,16-Jan-2024
3642,https://www.sgcarmart.com/used_cars/info.php?ID=1232384&DL=3175&utm_content=SLeligible,Audi,188800,19140,29-Nov-2022,10000,2021,1194,Auto,116869,26/01/2024,33586,39021,114009,2922,1984,1515,2,,24-Nov-2023
3643,https://www.sgcarmart.com/used_cars/info.php?ID=1259539&DL=4140&utm_content=SLeligible,Toyota,76800,12970,28-Dec-2009,,2009,1797,Auto,23286,26/01/2024,22003,22003,39313,1856,1987,1380,5,MPV,19-Jan-2024
